index,compound_name,scaffold_orig_id,compound_date,scaffold_smarts,smiles,scaffold_count,scaffold_first_date,scaffold_smarts_from_scaff_data
194,MAT-POS-2db6411e-2,16,2020-10-14 19:58:48,C1CCC(CC2CCCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-14 19:58:48,C1CCC(CC2CCCCC2)CC1
195,MAT-POS-bb423b95-7,3,2020-09-15 19:32:26,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
196,MAT-POS-bb423b95-1,3,2020-09-11 10:31:10,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
197,ALP-POS-87c86d55-1,14,2020-11-20 02:33:30,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,5,2020-07-02 19:37:31,CC(CC1CCC2CCCCC21)C(CC1CCCC1)C1CCCCC1
198,ALP-POS-477dc5b7-2,1,2020-11-20 03:29:47,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
199,ERI-UCB-a0b0dbcb-4,32,2020-09-25 22:49:12,CC1CC2CCCCC2C(C(C)C2CCC(C3CCCCC3)CC2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-05-19 15:23:28,CC1CC2CCCCC2C(C(C)C2CCC(C3CCCCC3)CC2)C1
200,MIC-UNK-08cd9c58-1,3,2020-09-11 10:43:49,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
201,ALP-POS-f13221e1-4,22,2020-09-15 19:58:50,CC(CCC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2020-06-30 16:46:49,CC(CCC1CCCCC1)CC1CCCCC1
202,ALP-POS-c0c213c9-1,74,2020-10-08 22:56:52,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCC(C2CCCCC2)CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-10-08 22:56:52,CC(CC1CCC2CCCCC21)C(CC1CCCCC1)C1CCC(C2CCCCC2)CC1
203,ALP-POS-95b75b4d-5,51,2020-09-11 10:32:31,CC(CC1CCCCC1)CC1CCCCC1C1CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-09-11 10:32:31,CC(CC1CCCCC1)CC1CCCCC1C1CC1
204,MAT-POS-2bb0cf2b-2,43,2021-01-14 22:44:59,CC(CC1CCCC2CCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-01-14 22:44:59,CC(CC1CCCC2CCCC21)C1CCCC2CCCCC21
205,EDG-MED-0e5afe9d-3,1,2021-01-14 22:10:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
206,ALP-POS-64a710fa-1,140,2020-12-17 14:43:50,CC(CC1CCCC2CCCCC21)C(CCC1CCCCC1)CC1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-12-17 14:43:50,CC(CC1CCCC2CCCCC21)C(CCC1CCCCC1)CC1CCCC1
207,ALP-POS-ce760d3f-8,28,2020-12-17 15:14:00,CC1C(C2CCCCC2)CCCC1C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-12-17 02:21:36,CC1C(C2CCCCC2)CCCC1C1CCCC2CCCCC21
208,BEN-DND-4f474d93-1,1,2020-12-17 14:45:12,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
209,ALP-POS-8b8a49e1-4,96,2020-12-17 15:30:39,CC1CCCC(CC(C)C2CCCC3CCCCC32)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-12-17 15:30:39,CC1CCCC(CC(C)C2CCCC3CCCCC32)C1
210,ERI-UCB-d6de1f3c-2,145,2020-12-17 02:08:45,CC1CC(C(C)C2CCCC3CCCCC32)CCC1C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-12-17 02:08:45,CC1CC(C(C)C2CCCC3CCCCC32)CCC1C1CCCCC1
211,PET-UNK-c9c1e0d8-3,28,2020-12-17 02:21:36,CC1C(C2CCCCC2)CCCC1C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2020-12-17 02:21:36,CC1C(C2CCCCC2)CCCC1C1CCCC2CCCCC21
212,ERI-UCB-d6de1f3c-1,99,2020-12-17 15:22:18,CC1CC2CCCCC2C(C(C)C2CCC(C3CCCCC3)C(C)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2020-12-17 15:22:18,CC1CC2CCCCC2C(C(C)C2CCC(C3CCCCC3)C(C)C2)C1
213,MAT-POS-afd4d4fd-2,3,2020-12-17 15:19:00,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
214,ALP-POS-ce760d3f-4,1,2021-01-14 23:10:54,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
215,EDJ-MED-3c65e9ce-4,2,2021-01-14 23:58:00,CC(CC1CCCCC1)CC1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,58,2020-02-27 01:46:57,CC(CC1CCCCC1)CC1CCCCC1
216,MIC-UNK-91acba05-6,1,2021-01-14 22:37:46,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
217,BEN-DND-c852c98b-10,1,2021-01-14 22:09:34,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
218,EDJ-MED-3c65e9ce-2,51,2021-01-14 22:51:46,CC(CC1CCCCC1)CC1CCCCC1C1CC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2020-09-11 10:32:31,CC(CC1CCCCC1)CC1CCCCC1C1CC1
219,MAT-POS-c7771779-1,40,2021-01-14 22:02:37,CC1CC2CCCCC2C(C(C)CC2CCCC3CCCCC32)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2021-01-14 22:02:37,CC1CC2CCCCC2C(C(C)CC2CCCC3CCCCC32)C1
220,MAT-POS-2bb0cf2b-1,1,2021-01-14 23:15:37,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
221,EDG-MED-0e5afe9d-1,108,2021-01-14 22:05:51,CC1CC2CCCC(CC(C)C3CCCC4CCCCC43)C2C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-01-14 22:05:51,CC1CC2CCCC(CC(C)C3CCCC4CCCCC43)C2C1
222,MAT-POS-3b97339c-2,1,2021-02-24 18:49:30,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
223,MAT-POS-de59a476-4,3,2021-02-11 23:26:05,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
224,RAL-THA-4aa06b95-7,1,2021-03-06 04:28:03,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
225,EDG-MED-5d232de5-4,1,2021-02-12 14:32:41,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
226,RAL-THA-2d450e86-17,3,2021-02-12 00:52:45,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
227,RAL-THA-2d450e86-6,3,2021-02-12 13:07:48,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
228,EDJ-MED-37aac4bd-4,1,2021-03-06 05:35:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
229,MAT-POS-fce787c2-3,3,2021-02-12 13:37:35,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
230,RAL-THA-2d450e86-1,3,2021-02-12 00:50:47,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
231,ERI-UCB-ce40166b-17,155,2021-02-02 19:40:00,CC1CC(CC2CCCC(CCCCC(C)C3CC(C)CC4CCCCC43)C2)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-02-02 19:40:00,CC1CC(CC2CCCC(CCCCC(C)C3CC(C)CC4CCCCC43)C2)C1
232,MAT-POS-f2460aef-1,38,2021-02-02 19:38:00,CC(CCCC1CCCCC1)C(C1CCCCC1)C(C1CCCCC1)C(C)C1CCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-02-02 19:38:00,CC(CCCC1CCCCC1)C(C1CCCCC1)C(C1CCCCC1)C(C)C1CCCC1
233,PET-UNK-c9c1e0d8-4,35,2021-02-02 20:05:00,CC1C(C2CCCCC2)CCC1C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2021-02-02 20:05:00,CC1C(C2CCCCC2)CCC1C1CCCC2CCCCC21
234,RAL-THA-4aa06b95-1,1,2021-02-12 00:21:24,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
235,MAT-POS-6c284e65-1,37,2021-02-12 00:25:03,CC(CC1CCCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2021-02-11 23:12:32,CC(CC1CCCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1
236,MIC-UNK-45817b9b-1,40,2021-02-12 00:31:26,CC1CC2CCCCC2C(C(C)CC2CCCC3CCCCC32)C1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2021-01-14 22:02:37,CC1CC2CCCCC2C(C(C)CC2CCCC3CCCCC32)C1
237,RAL-THA-2d450e86-26,3,2021-02-12 00:34:00,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
238,RAL-THA-2d450e86-33,3,2021-02-12 00:43:11,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
239,RAL-THA-2d450e86-10,3,2021-02-12 00:41:22,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
240,RAL-THA-2d450e86-13,3,2021-02-12 00:54:32,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
241,RAL-THA-2d450e86-7,3,2021-02-12 00:59:12,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
242,RAL-THA-2d450e86-16,3,2021-02-12 01:20:52,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
243,MAT-POS-f9802937-7,1,2021-02-12 14:22:26,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
244,MAT-POS-fce787c2-5,3,2021-02-12 13:52:11,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
245,ALP-UNI-3735e77e-2,1,2021-02-12 13:17:37,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
246,EDG-MED-971238d3-1,1,2021-02-12 13:48:37,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
247,RAL-THA-05e671eb-10,1,2021-02-12 13:57:26,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
248,EDG-MED-5d232de5-1,1,2021-02-12 15:00:26,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
249,ALP-POS-869ac754-1,1,2021-02-12 13:23:31,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
250,EDJ-MED-d08626de-3,1,2021-02-19 11:47:59,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
251,EDJ-MED-e4b030d8-11,1,2021-03-06 05:34:37,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
252,MAT-POS-78e1d523-1,1,2021-03-06 06:51:48,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
253,ALP-POS-fe871b40-11,1,2021-03-06 06:45:06,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
254,MAT-POS-4223bc15-30,50,2021-04-29 16:26:16,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCCC2)CC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2021-04-29 16:26:16,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCCC2)CC2CCCCC21
255,MAT-POS-4223bc15-3,100,2021-04-29 16:55:09,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CC2)CC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-04-29 16:55:09,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CC2)CC2CCCCC21
256,MAT-POS-4223bc15-2,1,2021-04-29 17:07:45,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
257,LON-WEI-9739a092-9 ,80,2021-03-05 16:32:55,CC(CC1CCCC(C2CCCCC2)C1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-03-05 16:32:55,CC(CC1CCCC(C2CCCCC2)C1)CC1CCCC2CCCCC21
258,EDJ-MED-00c1612e-1,3,2021-01-21 21:38:42,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
259,EDJ-MED-8c98ee63-2,75,2021-02-19 10:48:54,CC(CC1CCCC2CCCCC21)C1(CCCC2CCCC2)CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-02-19 10:48:54,CC(CC1CCCC2CCCCC21)C1(CCCC2CCCC2)CCCC2CCCCC21
260,ALP-POS-c3a96089-4,37,2021-02-11 23:12:32,CC(CC1CCCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,2,2021-02-11 23:12:32,CC(CC1CCCC2CCCCC21)C(CC1CCCCC1)C1CCCCC1
261,MAT-POS-4223bc15-23,1,2021-05-12 02:28:23,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
262,EDJ-MED-1981ceba-2,27,2021-07-13 15:36:05,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCC2)CC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2021-07-13 15:34:41,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCC2)CC2CCCCC21
263,EDJ-MED-1981ceba-3,27,2021-07-13 15:34:41,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCC2)CC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2021-07-13 15:34:41,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)C2CCC2)CC2CCCCC21
264,MAT-POS-8695a11f-1,35,2021-07-03 14:01:11,CC1C(C2CCCCC2)CCC1C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,3,2021-02-02 20:05:00,CC1C(C2CCCCC2)CCC1C1CCCC2CCCCC21
265,MAT-POS-dc2604c4-1,23,2021-07-13 15:54:24,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)CC2CC2)CC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,4,2021-07-13 15:54:24,CC(CC1CCCC2CCCCC21)C1CC(C(C)(C)CC2CC2)CC2CCCCC21
266,MAT-POS-e9e99895-6,58,2021-03-06 08:08:14,CC(CC1CCC(C2CC2)C1C)CC(C(C)CC1CCCC2CCCCC21)C1CCCCC1,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,1,2021-03-06 08:08:14,CC(CC1CCC(C2CC2)C1C)CC(C(C)CC1CCCC2CCCCC21)C1CCCCC1
267,BEN-DND-c852c98b-5,1,2021-02-12 13:47:56,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
268,BEN-DND-f2e727cd-5,1,2021-02-19 11:35:09,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
269,MAT-POS-fce787c2-4,3,2021-02-11 22:47:44,CC(CC1CCCCC1)CC1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,55,2020-04-21 20:06:55,CC(CC1CCCCC1)CC1CCCC2CCCCC21
270,EDG-MED-971238d3-5,1,2021-01-14 22:46:06,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,62,2020-09-15 19:26:20,CC(CC1CCCC2CCCCC21)C1CCCC2CCCCC21
271,EDJ-MED-015fb6b4-2,5,2021-07-23 15:03:47,CC1CCC(C(C)CC2CCCC3CCCCC32)C2CCCCC12,CNC(=O)C[N@H+]1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4CCCC5)Cl,8,2021-07-23 15:03:47,CC1CCC(C(C)CC2CCCC3CCCCC32)C2CCCCC12
